Name Place,Rating,Reviews,City,Country,State,Weighted_Score,Weighted_Average,Rank_in_City
Heritage Park,4.2,4492,Agartala,India,Tripura,18866.4,4.19,1
Ujjayanta Palace Museum,4.5,3312,Agartala,India,Tripura,14904,4.5,2
Dimsagar Lake Park,4.1,2989,Agartala,India,Tripura,12254.9,4.19,3
Jagannath Bari,4.5,2147,Agartala,India,Tripura,9661.5,4.47,4
Rabindra Kanan,4.1,1324,Agartala,India,Tripura,5428.4,4.19,5
ISKCON Agartala,4.4,1164,Agartala,India,Tripura,5121.6,4.47,6
Fourteen Gods' and Goddesses' Temple,4.5,1061,Agartala,India,Tripura,4774.5,4.47,7
Tripura State Museum,4.5,1022,Agartala,India,Tripura,4599,4.5,8
State's Highest National Flag,4.7,720,Agartala,India,Tripura,3384,4.19,9
Taj Mahal,4.6,225222,Agra,India,Uttar Pradesh,1036021.2,4.5,1
Agra Fort,4.5,132097,Agra,India,Uttar Pradesh,594436.5,4.5,2
Gurudwara Guru Ka Taal,4.7,12675,Agra,India,Delhi,59572.5,4.69,3
Tomb of Akbar,4.4,5608,Agra,India,Uttar Pradesh,24675.2,4.5,4
Sikandra Fort,4.4,2472,Agra,India,Uttar Pradesh,10876.8,4.5,5
Taj Nature Walk,4.3,2313,Agra,India,Uttar Pradesh,9945.9,4.29,6
Amar Singh Gate,4.5,1173,Agra,India,Uttar Pradesh,5278.5,4.5,7
Taj Museum,4.4,580,Agra,India,Uttar Pradesh,2552,4.5,8
Diwan-I-Am,4.6,261,Agra,India,Uttar Pradesh,1200.6,4.5,9
The Red Taj,4.2,121,Agra,India,Uttar Pradesh,508.2,4.5,10
Shah Jahani Mahal,4.6,52,Agra,India,Uttar Pradesh,239.2,4.5,11
Law Garden,4.4,59359,Ahmedabad,India,Maharashtra,261179.6,4.35,1
Riverfront Flower Park,4.5,38630,Ahmedabad,India,Gujarat,173835,4.4,2
Teen Darwaza,4.3,35630,Ahmedabad,India,Gujarat,153209,4.35,3
Auto World Vintage Car Museum,4.4,9924,Ahmedabad,India,Gujarat,43665.6,4.35,4
Sidi Saiyyed Mosque,4.5,7727,Ahmedabad,India,Gujarat,34771.5,4.6,5
Rani no Hajiro,4.2,3618,Ahmedabad,India,Gujarat,15195.6,4.35,6
Balvatika & N. H. Museum,4.2,2980,Ahmedabad,India,Gujarat,12516,4.35,7
The Calico Museum of Textiles,4.3,1073,Ahmedabad,India,Gujarat,4613.9,4.35,8
Lalbhai Dalpatbhai Museum,4.5,776,Ahmedabad,India,Gujarat,3492,4.35,9
Kaligam Fort,4.1,428,Ahmedabad,India,Gujarat,1754.8,4.35,10
Ellora Caves,4.7,47368,Ajanta,India,Maharashtra,222629.6,4.49,1
Ajanta Caves Waterfall,4.5,309,Ajanta,India,Maharashtra,1390.5,4.35,2
Upper View Point Ajanta Caves,4.6,295,Ajanta,India,Maharashtra,1357,4.35,3
Ajanta Cave,4.7,252,Ajanta,India,Maharashtra,1184.4,4.49,4
Middle View Point ( Ajanta Caves ),4.6,108,Ajanta,India,Maharashtra,496.8,4.35,5
Ajanta Ellora Cave 27,4.8,70,Ajanta,India,Maharashtra,336,4.49,6
Maharana Pratap Smarak - Ajmer,4.5,6363,Ajmer,India,Rajasthan,28633.5,4.51,1
Taragarh Fort - Ajmer,4.3,4000,Ajmer,India,Rajasthan,17200,4.51,2
Soni Ji Ki Nasiya Jain Temple,4.5,3526,Ajmer,India,Rajasthan,15867,4.67,3
Ajmer Fort,4.3,3237,Ajmer,India,Rajasthan,13919.1,4.51,4
New Choupati Anasagar Pathway,4.5,831,Ajmer,India,Rajasthan,3739.5,4.38,5
Shree Ram Baradari,4.3,607,Ajmer,India,Rajasthan,2610.1,4.51,6
Rangji Temple,4.6,328,Ajmer,India,Rajasthan,1508.8,4.67,7
Government Museum,4.4,285,Ajmer,India,Rajasthan,1254,4.51,8
Varsoli Beach,4.3,8070,Alibaug,India,Maharashtra,34701,4.35,1
Kulaba Fort,4.2,5175,Alibaug,India,Maharashtra,21735,4.49,2
"Sree Krishna Swamy Temple, Ambalapuzha",4.8,12138,Alleppey,India,Kerala,58262.4,4.72,1
Alappuzha Beach,4.5,11073,Alleppey,India,Kerala,49828.5,4.43,2
Mullakkal Rajarajeswari Temple,4.6,3154,Alleppey,India,Kerala,14508.4,4.72,3
INTERNATIONAL COIR MUSEUM,4.3,2500,Alleppey,India,Kerala,10750,4.42,4
Revi Karunakaran Memorial Museum,4.2,1654,Alleppey,India,Kerala,6946.8,4.42,5
Mount Carmel Roman Catholic Latin Cathedral,4.6,1280,Alleppey,India,Kerala,5888,4.72,6
Kidangamparambu Sree Bhuvaneswari Temple,4.5,887,Alleppey,India,Kerala,3991.5,4.72,7
The Great Backwaters,4.5,525,Alleppey,India,Kerala,2362.5,4.43,8
Swetamber Jain Temple,4.3,384,Alleppey,India,Gujarat,1651.2,4.6,9
Chitai Golu Devta Temple,4.8,6210,Almora,India,Uttarakhand,29808,4.64,1
Kasar Devi Temple Almora,4.8,4034,Almora,India,Uttarakhand,19363.2,4.64,2
Katarmal Sun Temple,4.7,1163,Almora,India,Uttarakhand,5466.1,4.64,3
Syahi Devi Temple,4.6,207,Almora,India,Uttarakhand,952.2,4.64,4
Khagmara Temple,4.2,95,Almora,India,Uttarakhand,399,4.64,5
Shri Amarnath Cave Temple,4.5,10424,Amarnath,India,Jammu And Kashmir,46908,4.68,1
Sri Harmandir Sahib,4.9,194743,Ambarsar,India,Punjab,954240.7,4.9,1
"The Partition Museum - Amritsar District, Punjab, India",4.6,17119,Ambarsar,India,Punjab,78747.4,4.51,2
Gobindgarh Fort,4.3,14572,Ambarsar,India,Punjab,62659.6,4.51,3
"Shri Durgiana Temple, Amritsar",4.7,5974,Ambarsar,India,Goa,28077.8,4.54,4
Gurudwara Chheharta Sahib,4.9,4000,Ambarsar,India,Punjab,19600,4.9,5
Iskcon Temple,4.6,419,Ambarsar,India,Punjab,1927.4,4.9,6
Central Sikh Museum,4.7,403,Ambarsar,India,Punjab,1894.1,4.51,7
"Saragarhi Memorial Gurudwara - Amritsar, Punjab, India",4.7,296,Ambarsar,India,Punjab,1391.2,4.9,8
Shri Dukh Bhanjani Beri Sahib,4.8,250,Ambarsar,India,Punjab,1200,4.9,9
Mahamaya Temple,4.6,1402,Ambikapur,India,Chhattisgarh,6449.2,4.49,1
Oxygen Park,4.1,756,Ambikapur,India,Chhattisgarh,3099.6,4.21,2
Sanitary Park,4.2,433,Ambikapur,India,Chhattisgarh,1818.6,4.21,3
Sri Harmandir Sahib,4.9,194276,Amritsar,India,Punjab,951952.4,4.9,1
"The Partition Museum - Amritsar District, Punjab, India",4.6,16605,Amritsar,India,Punjab,76383,4.51,2
Gobindgarh Fort,4.3,14460,Amritsar,India,Punjab,62178,4.51,3
"Shri Durgiana Temple, Amritsar",4.7,5771,Amritsar,India,Goa,27123.7,4.54,4
Gurudwara Chheharta Sahib,4.9,3937,Amritsar,India,Punjab,19291.3,4.9,5
Rose Garden,4.3,3594,Amritsar,India,Punjab,15454.2,4.36,6
Mata Lal Devi Mandir,4.7,2642,Amritsar,India,Punjab,12417.4,4.9,7
Akal Takht Sahib,4.8,1233,Amritsar,India,Punjab,5918.4,4.9,8
Jallianwala Bagh Museum,4.6,524,Amritsar,India,Punjab,2410.4,4.51,9
Maharaja Ranjit Singh Garden,4.5,480,Amritsar,India,Punjab,2160,4.36,10
Iskcon Temple,4.6,411,Amritsar,India,Punjab,1890.6,4.9,11
Central Sikh Museum,4.7,397,Amritsar,India,Punjab,1865.9,4.51,12
Jalianwala Bag Centenary Memorial,4.7,317,Amritsar,India,Punjab,1489.9,4.36,13
Shri Dukh Bhanjani Beri Sahib,4.8,247,Amritsar,India,Punjab,1185.6,4.9,14
Varenium Park,4.2,214,Amritsar,India,Punjab,898.8,4.36,15
Sita Ram Mandir,4.5,128,Amritsar,India,Punjab,576,4.9,16
Chatiwind canal,4.5,105,Amritsar,India,Punjab,472.5,4.36,17
Virasat-e-Khalsa,4.7,16691,Anandpur,India,Punjab,78447.7,4.51,1
Takhat Sri Kesgarh Sahib,4.9,10525,Anandpur,India,Punjab,51572.5,4.9,2
Sri Guru Teg Bahadur Sikh Museum,4.7,156,Anandpur,India,Punjab,733.2,4.51,3
Corbyn's Cove Beach,4.2,11051,Andaman,India,Andaman And Nicobar Islands,46414.2,4.27,1
Marina Park,4.4,7403,Andaman,India,Andaman And Nicobar Islands,32573.2,4.27,2
Naval Marine Museum Samudrika,4.3,4158,Andaman,India,Andaman And Nicobar Islands,17879.4,4.29,3
Gandhi Park,4.1,2012,Andaman,India,Andaman And Nicobar Islands,8249.2,4.27,4
Mount Manipur National Park,4.5,1062,Andaman,India,Manipur,4779,4.5,5
Mahatma Gandhi Marine National Park,4.5,691,Andaman,India,Andaman And Nicobar Islands,3109.5,4.27,6
Forest Museum,4.2,419,Andaman,India,Andaman And Nicobar Islands,1759.8,4.29,7
"Sri Vetrimalai Murugan Temple, rii verrrrimlai muruknnn tirukkoovil",4.6,230,Andaman,India,Andaman And Nicobar Islands,1058,4.6,8
Veer Savarkar Park,4.5,151,Andaman,India,Andaman And Nicobar Islands,679.5,4.27,9
View Point for North Bay,4.7,81,Andaman,India,Andaman And Nicobar Islands,380.7,4.27,10
Valley of Flowers National Park,4.7,3460,Auli,India,Uttarakhand,16262,4.34,1
"Shri Narsingh Temple, Joshimath",4.8,2068,Auli,India,Uttarakhand,9926.4,4.64,2
Bibi Ka Maqbara,4.2,38007,Aurangabad,India,Maharashtra,159629.4,4.49,1
Himayatbagh Biodiversity Heritage site,4.3,4728,Aurangabad,India,Maharashtra,20330.4,4.35,2
Delhi Gate,4.4,3662,Aurangabad,India,Delhi,16112.8,4.51,3
Makai Gate,4.1,3748,Aurangabad,India,Maharashtra,15366.8,4.49,4
Soneri Mahal,4.2,2521,Aurangabad,India,Maharashtra,10588.2,4.49,5
Shri Khandoba Temple,4.6,1962,Aurangabad,India,Maharashtra,9025.2,4.69,6
"Chhatrapati Shivaji Maharaj Museum, Aurangabad.",4.2,2055,Aurangabad,India,Maharashtra,8631,4.49,7
Encore Creative Events,4.4,528,Aurangabad,India,Maharashtra,2323.2,4.69,8
ISKCON temple Bangalore,4.6,115304,Bangalore,India,Karnataka,530398.4,4.62,1
Bengaluru Palace,4.2,89839,Bangalore,India,Karnataka,377323.8,4.41,2
HAL Heritage Centre and Aerospace Museum,4.4,31057,Bangalore,India,Karnataka,136650.8,4.41,3
Bugle Rock Park,4.4,24360,Bangalore,India,Karnataka,107184,4.43,4
M.N. Krishna Rao Park,4.5,12999,Bangalore,India,Karnataka,58495.5,4.43,5
Bannerughatta Biological Park,4.4,4987,Bangalore,India,Karnataka,21942.8,4.43,6
Ashoka Pillar Monument,4.5,4816,Bangalore,India,Karnataka,21672,4.41,7
Mahatma Gandhi Park,4.2,253,Bangalore,India,Karnataka,1062.6,4.43,8
Rock City View,4.3,154,Bangalore,India,Karnataka,662.2,4.43,9
Nehru Nagar Park Bhelwa Talab,4.1,2835,Bhilai,India,Chhattisgarh,11623.5,4.21,1
Shaheed Udyaan,4.5,2286,Bhilai,India,Chhattisgarh,10287,4.21,2
Chandi Mandir,4.5,1062,Bhilai,India,Chhattisgarh,4779,4.49,3
Jama Masjid,4.4,867,Bhilai,India,Chhattisgarh,3814.8,4.49,4
Jagannath Temple,4.5,723,Bhilai,India,Chhattisgarh,3253.5,4.49,5
"Shree Shirdi Saibaba Mandir - Bhilai City, Chhattisgarh, India",4.7,658,Bhilai,India,Chhattisgarh,3092.6,4.49,6
Akkum's Talab Park,4.3,342,Bhilai,India,Chhattisgarh,1470.6,4.21,7
Panchratan Vatika,4.1,154,Bhilai,India,Chhattisgarh,631.4,4.21,8
ARJUN RATH PARK,4.1,113,Bhilai,India,Chhattisgarh,463.3,4.21,9
Udayagiri and Khandagiri Caves,4.4,25439,Bhubaneswar,India,Odisha,111931.6,4.46,1
Dhauli Shanti Stupa,4.5,21786,Bhubaneswar,India,Odisha,98037,4.46,2
Biju Patnaik Park,4.5,16807,Bhubaneswar,India,Odisha,75631.5,4.49,3
Sri Ram Temple,4.7,12784,Bhubaneswar,India,Odisha,60084.8,4.69,4
"Shree Mukteswara Temple, Bhubaneswar",4.7,5379,Bhubaneswar,India,Odisha,25281.3,4.69,5
State Tribal Museum,4.6,3171,Bhubaneswar,India,Odisha,14586.6,4.46,6
Bhaskareswara Temple,4.7,2018,Bhubaneswar,India,Odisha,9484.6,4.69,7
Shree Bramheswara Temple,4.6,1329,Bhubaneswar,India,Odisha,6113.4,4.69,8
Parsurameswara Temple,4.6,603,Bhubaneswar,India,Odisha,2773.8,4.69,9
Rani Gumpha,4.5,595,Bhubaneswar,India,Odisha,2677.5,4.46,10
Khanduali Temple,4.6,347,Bhubaneswar,India,Odisha,1596.2,4.69,11
Devi Padahara Pond (debii paadhraa pusskrinnii),4.3,108,Bhubaneswar,India,Odisha,464.4,4.46,12
Bijbehara The town of Chinars,4.5,99,Bijbehara,India,Jammu And Kashmir,445.5,4.5,1
Baba Naseeb Din Park,4.2,75,Bijbehara,India,Jammu And Kashmir,315,4.41,2
Vaishno Dham Temple,4.6,3583,Bikaner,India,Rajasthan,16481.8,4.67,1
Science Park,4.2,2805,Bikaner,India,Rajasthan,11781,4.38,2
Bhraman Path,4.5,2100,Bikaner,India,Rajasthan,9450,4.38,3
Seth Bhandasar Jain Temple,4.6,1937,Bikaner,India,Rajasthan,8910.2,4.67,4
Nagar Seth Shree Laxminath Ji mandir,4.7,1517,Bikaner,India,Rajasthan,7129.9,4.67,5
Prachina Museum,4.3,1261,Bikaner,India,Rajasthan,5422.3,4.51,6
Museum park,4.4,693,Bikaner,India,Rajasthan,3049.2,4.38,7
Shri Laxminath Temple,4.7,557,Bikaner,India,Rajasthan,2617.9,4.67,8
Bikaji Ki Tekri,4.2,559,Bikaner,India,Rajasthan,2347.8,4.51,9
Junagarh Palace And Museum Bikaner,4.6,363,Bikaner,India,Rajasthan,1669.8,4.51,10
Jawahar Park,4.2,182,Bikaner,India,Rajasthan,764.4,4.38,11
Kodamdesar Bhairav Temple,4.5,163,Bikaner,India,Rajasthan,733.5,4.67,12
Sri Sadul Museum,4.1,147,Bikaner,India,Rajasthan,602.7,4.51,13
"Shri Shiv Bari Temple - Bikaner District, Rajasthan, India",4.6,70,Bikaner,India,Rajasthan,322,4.67,14
RAO BIKAJI PARK,4.2,75,Bikaner,India,Rajasthan,315,4.38,15
Marunayak Ji Ka Temple,4.2,65,Bikaner,India,Rajasthan,273,4.67,16
Nehru Park,4.2,64,Bikaner,India,Rajasthan,268.8,4.38,17
Radha Park,4.1,62,Bikaner,India,Rajasthan,254.2,4.38,18
Mahabodhi Temple,4.7,20004,Bodh,India,Bihar,94018.8,4.65,1
The Great Buddha Statue,4.6,7679,Bodh,India,Bihar,35323.4,4.65,2
Bodhgaya Bodhi Tree,4.7,3189,Bodh,India,Bihar,14988.3,4.65,3
Watthai Buddhagaya Temple,4.6,1822,Bodh,India,Bihar,8381.2,4.65,4
Dungeshwari,4.5,1295,Bodh,India,Bihar,5827.5,4.65,5
The Royal Bhutanese Monastery,4.6,515,Bodh,India,Bihar,2369,4.65,6
Tergar Monastery,4.6,407,Bodh,India,Bihar,1872.2,4.65,7
Archaeological Museum Bodhgaya,4.2,430,Bodh,India,Bihar,1806,4.19,8
Daijokyo Buddhist Temple,4.4,287,Bodh,India,Bihar,1262.8,4.65,9
Karma Temple,4.6,236,Bodh,India,Bihar,1085.6,4.65,10
Wat Thai Magadh,4.4,162,Bodh,India,Bihar,712.8,4.65,11
Indosan Nipponji,4.5,146,Bodh,India,Bihar,657,4.65,12
Tibetan Temple gaden phelgayling namgyal datsang,4.4,96,Bodh,India,Bihar,422.4,4.65,13
Gayajipurohit,4.4,81,Bodh,India,Bihar,356.4,4.65,14
Palyul Namdroling Temple,4.8,64,Bodh,India,Bihar,307.2,4.65,15
Jagannath Mandir Bokaro,4.6,3040,Bokaro,India,Jharkhand,13984,4.63,1
Gayatri Mandir,4.5,711,Bokaro,India,Jharkhand,3199.5,4.63,2
"Shree Ayyappa Temple - Sector 5, Bokaro SteelCity, Jharkhand, India",4.6,469,Bokaro,India,Jharkhand,2157.4,4.63,3
"Jama Masjid, Sector-4",4.5,171,Bokaro,India,Jharkhand,769.5,4.63,4
RADIO Tower Chowk,4.1,130,Bokaro,India,Jharkhand,533,4.28,5
Park,4.3,101,Bokaro,India,Jharkhand,434.3,4.28,6
Bhawanipur Maa Kali Mandir Park,4.4,52,Bokaro,India,Jharkhand,228.8,4.28,7
Gateway Of India Mumbai,4.6,367625,Bombay,India,Maharashtra,1691075,4.49,1
Band Stand,4.4,61447,Bombay,India,Maharashtra,270366.8,4.35,2
Sanjay Gandhi National Park,4.3,61981,Bombay,India,Maharashtra,266518.3,4.35,3
ISKCON Mandir - Juhu,4.7,43307,Bombay,India,Maharashtra,203542.9,4.69,4
Chatrapati Shivaji Maharaj Park,4.5,39136,Bombay,India,Maharashtra,176112,4.35,5
Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,4.6,34964,Bombay,India,Maharashtra,160834.4,4.49,6
Hanging Gardens,4.2,35504,Bombay,India,Maharashtra,149116.8,4.35,7
Bandra Fort,4.4,27475,Bombay,India,Maharashtra,120890,4.49,8
Priyadarshini Park,4.5,17061,Bombay,India,Maharashtra,76774.5,4.35,9
Haji Ali Dargah,4.4,16700,Bombay,India,Maharashtra,73480,4.69,10
Chhatrapati Shivaji Maharaj Statue,4.5,15220,Bombay,India,Maharashtra,68490,4.49,11
Vasai Fort,4.3,13733,Bombay,India,Maharashtra,59051.9,4.49,12
Horniman Circle Garden,4.4,12485,Bombay,India,Maharashtra,54934,4.35,13
Cross Maidan Garden,4.2,13053,Bombay,India,Maharashtra,54822.6,4.35,14
ISKCON Chowpatty (Sri Sri Radha Gopinath Mandir),4.8,6777,Bombay,India,Maharashtra,32529.6,4.69,15
BMC Nirvana Park,4.3,6368,Bombay,India,Maharashtra,27382.4,4.35,16
Amarsons Garden,4.3,6055,Bombay,India,Maharashtra,26036.5,4.35,17
Dr. Bhau Daji Lad Museum,4.4,5115,Bombay,India,Maharashtra,22506,4.49,18
Gol Deval Temple,4.3,4575,Bombay,India,Maharashtra,19672.5,4.69,19
Veer Baji Prabhu Udyan,4.4,4361,Bombay,India,Maharashtra,19188.4,4.35,20
Thiruchembur Murugan Temple,4.7,3361,Bombay,India,Maharashtra,15796.7,4.69,21
Shiv Fort,4.2,3716,Bombay,India,Maharashtra,15607.2,4.49,22
Worli Fort,4.2,3649,Bombay,India,Maharashtra,15325.8,4.49,23
Shree Ghanteshwar Hanuman Mandir,4.7,2798,Bombay,India,Maharashtra,13150.6,4.69,24
Juhu Garden,4.1,2327,Bombay,India,Maharashtra,9540.7,4.35,25
Babu Amichand Panalal Adishwarji Jain Temple,4.8,1641,Bombay,India,Maharashtra,7876.8,4.69,26
National Museum of Indian Cinema,4.6,1670,Bombay,India,Maharashtra,7682,4.49,27
Madh Fort,4.1,1784,Bombay,India,Maharashtra,7314.4,4.49,28
Sagar Upvan Garden,4.2,1561,Bombay,India,Maharashtra,6556.2,4.35,29
Mani Bhavan Gandhi Sangrahalaya,4.6,1090,Bombay,India,Maharashtra,5014,4.49,30
Cathedral of the Holy Name,4.7,1053,Bombay,India,Maharashtra,4949.1,4.69,31
Film City View,4.3,1079,Bombay,India,Maharashtra,4639.7,4.35,32
Fort George,4.5,157,Bombay,India,Maharashtra,706.5,4.49,33
Hutatma Memorial Statue,4.4,137,Bombay,India,Maharashtra,602.8,4.49,34
Bomanjee Hormarjee Wadia Clock Tower,4.4,78,Bombay,India,Maharashtra,343.2,4.49,35
"Bomdila Buddhist Monastery - Bomdila, West Kameng District, Arunachal Pradesh, India",4.6,1311,Bomdila,India,Arunachal Pradesh,6030.6,4.59,1
Buddha Park,4.1,389,Bomdila,India,Arunachal Pradesh,1594.9,4.1,2
Mandala Associates,4.3,244,Bomdila,India,Arunachal Pradesh,1049.2,4.59,3
Garden of Silence,4.5,6202,Chandigarh,India,Chandigarh,27909,4.37,1
Garden of Fragrance,4.6,5928,Chandigarh,India,Chandigarh,27268.8,4.37,2
Leisure Valley,4.4,4443,Chandigarh,India,Chandigarh,19549.2,4.37,3
Government Museum and Art Gallery,4.4,2992,Chandigarh,India,Chandigarh,13164.8,4.41,4
Bougainvillea Park,4.4,1845,Chandigarh,India,Chandigarh,8118,4.37,5
Topiary Park,4.2,1598,Chandigarh,India,Chandigarh,6711.6,4.37,6
Butterfly Park,4.1,1594,Chandigarh,India,Chandigarh,6535.4,4.37,7
Shanti Kunj Park,4.4,1440,Chandigarh,India,Chandigarh,6336,4.37,8
Le Corbusier Centre,4.4,1334,Chandigarh,India,Chandigarh,5869.6,4.41,9
Open Hand Monument,4.5,779,Chandigarh,India,Chandigarh,3505.5,4.41,10
Hibiscus Garden,4.4,382,Chandigarh,India,Chandigarh,1680.8,4.37,11
"Rag Doll museum, Rock garden",4.5,144,Chandigarh,India,Chandigarh,648,4.41,12
Tank Monument,4.3,76,Chandigarh,India,Chandigarh,326.8,4.41,13
Arulmigu Sri Parthasarathy Perumal Temple Tiruvallikeni,4.7,24410,Chennai,India,Tamil Nadu,114727,4.69,1
Government Museum Chennai,4.3,15828,Chennai,India,Tamil Nadu,68060.4,4.37,2
Vivekananda House,4.5,8403,Chennai,India,Tamil Nadu,37813.5,4.37,3
Fort St.George Museum,4.2,4602,Chennai,India,Tamil Nadu,19328.4,4.37,4
Kannagi Statue,4.4,4229,Chennai,India,Tamil Nadu,18607.6,4.37,5
"Secretariat Park, Chennai",4.4,1461,Chennai,India,Tamil Nadu,6428.4,4.41,6
Mawkdok Dympep Valley View Point,4.5,6715,Cherrapunji,India,Meghalaya,30217.5,4.4,1
Mawsmai Nongthymmai Eco Park,4.3,4137,Cherrapunji,India,Meghalaya,17789.1,4.4,2
Eco Park,4.3,1578,Cherrapunji,India,Meghalaya,6785.4,4.4,3
Thangkharang Park,4.3,1166,Cherrapunji,India,Meghalaya,5013.8,4.4,4
View Point Of Cherrapunjee,4.5,138,Cherrapunji,India,Meghalaya,621,4.4,5
Bangladesh Plains View Point,4.4,130,Cherrapunji,India,Meghalaya,572,4.4,6
Mot I pun / Palong Park,4.6,122,Cherrapunji,India,Meghalaya,561.2,4.4,7
Chittorgarh Fort,4.6,44079,Chittorgarh,India,Rajasthan,202763.4,4.51,1
Kalika Mata Temple,4.7,2601,Chittorgarh,India,Rajasthan,12224.7,4.67,2
Maharani Padmini Palace,4.5,1714,Chittorgarh,India,Rajasthan,7713,4.51,3
Shri Baan Mata Temple,4.7,1058,Chittorgarh,India,Rajasthan,4972.6,4.67,4
Meera Temple,4.6,1074,Chittorgarh,India,Rajasthan,4940.4,4.67,5
Rana Kumbha Palace,4.5,987,Chittorgarh,India,Rajasthan,4441.5,4.51,6
Fateh Prakash Palace - Government Museum,4.5,658,Chittorgarh,India,Rajasthan,2961,4.51,7
Rana Ratan Singh Palace,4.5,541,Chittorgarh,India,Rajasthan,2434.5,4.51,8
Suraj Pole,4.6,263,Chittorgarh,India,Rajasthan,1209.8,4.51,9
Ram Pole,4.4,90,Chittorgarh,India,Rajasthan,396,4.51,10
Kumbhshyam Temple,4.7,52,Chittorgarh,India,Rajasthan,244.4,4.67,11
Sri Arulmigu Subramaniya Swamy Temple Marudhamalai,4.7,30022,Coimbatore,India,Tamil Nadu,141103.4,4.69,1
Gedee Car Museum,4.6,9183,Coimbatore,India,Tamil Nadu,42241.8,4.37,2
Ramar Temple,4.7,2175,Coimbatore,India,Tamil Nadu,10222.5,4.69,3
Sri Masaniamman Temple,4.5,1151,Coimbatore,India,Tamil Nadu,5179.5,4.69,4
Gass Forest Museum,4.4,976,Coimbatore,India,Tamil Nadu,4294.4,4.37,5
Raja's Seat View point,4.4,845,Coorg,India,Karnataka,3718,4.43,1
Kattalekadu Viewpoint,4.5,537,Coorg,India,Karnataka,2416.5,4.43,2
Elephants' Statue,4.2,128,Coorg,India,Karnataka,537.6,4.41,3
Raja's seat park,4.5,96,Coorg,India,Karnataka,432,4.43,4
Karwale Bhagavathi Temple,4.5,53,Coorg,India,Karnataka,238.5,4.62,5
Beeji's Park,4.5,2592,Dalhousie,India,Himachal Pradesh,11664,4.49,1
St. John's Church,4.2,2329,Dalhousie,India,Himachal Pradesh,9781.8,4.59,2
Bhuri Singh Museum,4.3,1786,Dalhousie,India,Himachal Pradesh,7679.8,4.55,3
Kalatop Forest,4.4,1055,Dalhousie,India,Himachal Pradesh,4642,4.49,4
Dalhousie Cantonment Forest,4.5,781,Dalhousie,India,Himachal Pradesh,3514.5,4.49,5
Chamera Lake view point,4.4,473,Dalhousie,India,Himachal Pradesh,2081.2,4.49,6
St. Francis Church,4.5,355,Dalhousie,India,Himachal Pradesh,1597.5,4.59,7
Nomadic Dalhousie,4.6,154,Dalhousie,India,Himachal Pradesh,708.4,4.49,8
Church Park,4.1,58,Dalhousie,India,Himachal Pradesh,237.8,4.49,9
Shyama Mai Temple,4.7,3486,Darbhanga,India,Bihar,16384.2,4.65,1
Chandradhari Museum,4.1,1696,Darbhanga,India,Bihar,6953.6,4.19,2
Manokamna Mandir,4.6,1301,Darbhanga,India,Bihar,5984.6,4.65,3
Darbhanga Fort,4.3,1105,Darbhanga,India,Bihar,4751.5,4.19,4
Kali Mandir,4.5,766,Darbhanga,India,Bihar,3447,4.65,5
Maharaja Madhav Singh Park,4.2,626,Darbhanga,India,Bihar,2629.2,4.19,6
Shyama Maa Kali Temple,4.5,469,Darbhanga,India,Bihar,2110.5,4.65,7
Anandbag Botanical Garden,4.3,286,Darbhanga,India,Bihar,1229.8,4.19,8
Rambag Palace,4.2,91,Darbhanga,India,Bihar,382.2,4.19,9
"Peace Pagoda, Darjeeling",4.6,7573,Darjeeling,India,West Bengal,34835.8,4.55,1
Ghoom Monastery (Samten Choeling),4.3,7907,Darjeeling,India,West Bengal,34000.1,4.55,2
Tea Garden View,4.3,6735,Darjeeling,India,West Bengal,28960.5,4.43,3
Batasia Eco Garden,4.5,6163,Darjeeling,India,West Bengal,27733.5,4.43,4
"Japanese Buddhist Temple, Darjeeling",4.5,4823,Darjeeling,India,West Bengal,21703.5,4.55,5
Darjeeling Clock Tower,4.3,3895,Darjeeling,India,West Bengal,16748.5,4.54,6
Mahakal Temple,4.7,2822,Darjeeling,India,West Bengal,13263.4,4.55,7
Happy Valley Tea Estate,4.4,2302,Darjeeling,India,West Bengal,10128.8,4.43,8
Shrubbery Nightingale Park,4.3,1355,Darjeeling,India,West Bengal,5826.5,4.43,9
Yiga Choeling Monastery,4.5,529,Darjeeling,India,West Bengal,2380.5,4.55,10
Himalayan Tibet Museum,4.5,406,Darjeeling,India,West Bengal,1827,4.54,11
HMI MUSEUM,4.6,285,Darjeeling,India,West Bengal,1311,4.54,12
St. Andrews Church,4.4,240,Darjeeling,India,West Bengal,1056,4.55,13
"DHR Ghum Railway Museum - Darjeeling District, West Bengal, India",4.3,238,Darjeeling,India,West Bengal,1023.4,4.54,14
Guiders,4.5,225,Darjeeling,India,West Bengal,1012.5,4.55,15
India Gate,4.6,265451,Dehli,India,Delhi,1221074.6,4.51,1
Red Fort,4.5,153536,Dehli,India,Delhi,690912,4.51,2
Qutub Minar,4.5,138428,Dehli,India,Delhi,622926,4.51,3
Gurudwara Sis Ganj Sahib,4.8,69002,Dehli,India,Delhi,331209.6,4.69,4
Shri Kalka Ji Temple,4.6,37094,Dehli,India,Delhi,170632.4,4.69,5
Jantar Mantar,4.2,31229,Dehli,India,Delhi,131161.8,4.29,6
Purana Quila,4.2,31058,Dehli,India,Delhi,130443.6,4.51,7
